Job Title,Company,Location,Salary,Category,Benefits,Extract Date,Posted Date,Website,Job URL
Yield Enhancement Senior Engineer,X-FAB Sarawak Sdn Bhd,"Kuching, Sarawak",,"Electrical/Electronic EngineeringElectrical/Electronic Engineering , Engineering(Engineering)",,09-06-2024,11d ago,Jobstreet,https://www.jobstreet.com.my/job/76221469?type=standard&ref=search-standalone
IT Teacher/ Coding Teacher/ Programming Teacher,Private Advertiser,"Kota Samarahan, Sarawak","RM 2,000 – RM 3,000 per month","Teaching - VocationalTeaching - Vocational , Education & Training(Education & Training)",,09-06-2024,6d ago,Jobstreet,https://www.jobstreet.com.my/job/76331685?type=standard&ref=search-standalone
ARCHITECTURAL DRAUGHTSPERSON,Arkitek Visireka Sdn Bhd,"Kuching, Sarawak",,"Architectural DraftingArchitectural Drafting , Design & Architecture(Design & Architecture)",,09-06-2024,10d ago,Jobstreet,https://www.jobstreet.com.my/job/76258233?type=standard&ref=search-standalone
Admin Assistant,Private Advertiser,"Kuching, Sarawak","RM 1,500 – RM 2,000 per month","Administrative AssistantsAdministrative Assistants , Administration & Office Support(Administration & Office Support)",,09-06-2024,12d ago,Jobstreet,https://www.jobstreet.com.my/job/76182169?type=standard&ref=search-standalone
Admin Executive,MULTI CONSTRUCTION SDN BHD,"Kuching, Sarawak",,"Administrative AssistantsAdministrative Assistants , Administration & Office Support(Administration & Office Support)",,09-06-2024,12d ago,Jobstreet,https://www.jobstreet.com.my/job/76194857?type=standard&ref=search-standalone
Project Admin,TRINTEL (M) SDN. BHD.,"Kuching, Sarawak",,"Administrative AssistantsAdministrative Assistants , Administration & Office Support(Administration & Office Support)",,09-06-2024,12d ago,Jobstreet,https://www.jobstreet.com.my/job/76179614?type=standout&ref=search-standalone
SITE SUPERVISOR,SYARIKAT AM-ME SDN. BHD.,"Kuching, Sarawak",,"Foreperson/SupervisorsForeperson/Supervisors , Construction(Construction)",,09-06-2024,10d ago,Jobstreet,https://www.jobstreet.com.my/job/76291053?type=standard&ref=search-standalone
SENIOR ACCOUNTANT,CERGAS NOBLE SDN. BHD.,"Kuching, Sarawak","RM 5,000 – RM 6,000 per month","Financial Accounting & ReportingFinancial Accounting & Reporting , Accounting(Accounting)",,09-06-2024,10d ago,Jobstreet,https://www.jobstreet.com.my/job/76249849?type=standard&ref=search-standalone
Accounts Assistant,Grand Margherita Hotel & Riverside Majestic Hotel,"Kuching, Sarawak",,"Front Office & Guest ServicesFront Office & Guest Services , Hospitality & Tourism(Hospitality & Tourism)",,09-06-2024,12d ago,Jobstreet,https://www.jobstreet.com.my/job/76216457?type=standard&ref=search-standalone
Accounts Assistant,Riverside Majestic Hotel (fka Crowne Plaza Riverside Kuching,"Kuching, Sarawak",,"Administrative AssistantsAdministrative Assistants , Administration & Office Support(Administration & Office Support)",,09-06-2024,12d ago,Jobstreet,https://www.jobstreet.com.my/job/76216883?type=standard&ref=search-standalone
Account Executive,Sarawak Consolidated Industries Berhad,"Kuching, Sarawak",,"Bookkeeping & Small Practice AccountingBookkeeping & Small Practice Accounting , Accounting(Accounting)",,09-06-2024,12d ago,Jobstreet,https://www.jobstreet.com.my/job/76203645?type=standard&ref=search-standalone
Sales Coordinator (Admin & Office Support),Pansar Company Sdn Bhd,"Kuching, Sarawak","RM 1,800 – RM 2,500 per month","Administrative AssistantsAdministrative Assistants , Administration & Office Support(Administration & Office Support)",,09-06-2024,12d ago,Jobstreet,https://www.jobstreet.com.my/job/76181886?type=standard&ref=search-standalone
Building Manager,SCM International Property Management Sdn Bhd.,"Kuching, Sarawak",,"Commercial Sales, Leasing & Property MgmtCommercial Sales, Leasing & Property Mgmt , Real Estate & Property(Real Estate & Property)",Strata Act ManagementCareer GrowthEngagement with Diverse Stakeholders,09-06-2024,11d ago,Jobstreet,https://www.jobstreet.com.my/job/76233392?type=standout&ref=search-standalone
Automotive Mechanic,HMBC Sdn Bhd,"Kuching, Sarawak","RM 2,000 – RM 3,000 per month","Mechanical EngineeringMechanical Engineering , Engineering(Engineering)",Skillset Advancement.Building your Passionate through daily task.Delivering Happiness.,09-06-2024,9d ago,Jobstreet,https://www.jobstreet.com.my/job/76267001?type=standout&ref=search-standalone
Technical & Sales Supervisor (Branch Leader),Elken Service Sdn Bhd,"Kuching, Sarawak","RM 3,500 – RM 4,500 per month","Fitters, Turners & MachinistsFitters, Turners & Machinists , Trades & Services(Trades & Services)","Annual Performance Bonus.Health, PA, Life Insurance & Outpatient are covered.Staff Purchase, Festive Goodies (Free Product Claim)",09-06-2024,11d ago,Jobstreet,https://www.jobstreet.com.my/job/76214258?type=standout&ref=search-standalone
Draughtsperson Cum Assistant Engineer,JIB Infra Geotechnics Sdn Bhd,"Kuching, Sarawak","RM 1,600 – RM 2,300 per month","Engineering DraftingEngineering Drafting , Engineering(Engineering)",,09-06-2024,11d ago,Jobstreet,https://www.jobstreet.com.my/job/76211558?type=standard&ref=search-standalone
TOW TRUCK DRIVER (LESSEN E),KUCHING UTAMA SDN BHD,"Kuching, Sarawak",,"Couriers, Drivers & Postal ServicesCouriers, Drivers & Postal Services , Manufacturing, Transport & Logistics(Manufacturing, Transport & Logistics)",,09-06-2024,10d ago,Jobstreet,https://www.jobstreet.com.my/job/76293331?type=standard&ref=search-standalone
SERVICE CREW (KUCHING),CERGAS NOBLE SDN. BHD.,"Kuching, Sarawak",,"Waiting StaffWaiting Staff , Hospitality & Tourism(Hospitality & Tourism)",,09-06-2024,11d ago,Jobstreet,https://www.jobstreet.com.my/job/76239107?type=standard&ref=search-standalone
"Executive, Industrial Relations &  Employees Relation",Cahya Mata Professionals Sdn Bhd,"Kuching, Sarawak",,"Industrial & Employee RelationsIndustrial & Employee Relations , Human Resources & Recruitment(Human Resources & Recruitment)",,09-06-2024,12d ago,Jobstreet,https://www.jobstreet.com.my/job/76216636?type=standard&ref=search-standalone
Architectural Supervisor,MULTI CONSTRUCTION SDN BHD,"Kuching, Sarawak",,"ArchitectureArchitecture , Design & Architecture(Design & Architecture)",,09-06-2024,11d ago,Jobstreet,https://www.jobstreet.com.my/job/76225313?type=standard&ref=search-standalone
TRAINING & DEVELOPMENT EXECUTIVE,Central Coldstorage Kuching Sdn Bhd,"Kuching, Sarawak",,"Training & DevelopmentTraining & Development , Human Resources & Recruitment(Human Resources & Recruitment)",,09-06-2024,12d ago,Jobstreet,https://www.jobstreet.com.my/job/76216558?type=standard&ref=search-standalone
RETAIL OPERATIONS EXECUTIVE,Central Coldstorage Kuching Sdn Bhd,"Kuching, Sarawak",,"Retail AssistantsRetail Assistants , Retail & Consumer Products(Retail & Consumer Products)",,09-06-2024,12d ago,Jobstreet,https://www.jobstreet.com.my/job/76217476?type=standard&ref=search-standalone
"Executive, Audit",Safeguards Secure Solution Sdn Bhd,"Kuching, Sarawak","MYR 2,500 - 3,000","Banking - Retail/BranchBanking - Retail/Branch , Banking & Financial Services(Banking & Financial Services)",,09-06-2024,12d ago,Jobstreet,https://www.jobstreet.com.my/job/76183104?type=standout&ref=search-standalone
Music Teacher (Piano/Violin),IMH Music House Sdn Bhd,"Kuching, Sarawak",,"OtherOther , Education & Training(Education & Training)",,09-06-2024,9d ago,Jobstreet,https://www.jobstreet.com.my/job/76277327?type=standard&ref=search-standalone
Purchasing Officer,Sepang Kaya Sdn Bhd,"Kuching, Sarawak",,"Front Office & Guest ServicesFront Office & Guest Services , Hospitality & Tourism(Hospitality & Tourism)",,09-06-2024,12d ago,Jobstreet,https://www.jobstreet.com.my/job/76216947?type=standard&ref=search-standalone
Operation Executive,PMC Facilities & Real Estate Sdn Bhd,"Kuching, Sarawak",,"Residential Leasing & Property ManagementResidential Leasing & Property Management , Real Estate & Property(Real Estate & Property)",,09-06-2024,12d ago,Jobstreet,https://www.jobstreet.com.my/job/76217442?type=standard&ref=search-standalone
Mechanical & Electrical Supervisor,MULTI CONSTRUCTION SDN BHD,"Kuching, Sarawak",,"SupervisorsSupervisors , Engineering(Engineering)",,09-06-2024,11d ago,Jobstreet,https://www.jobstreet.com.my/job/76224123?type=standard&ref=search-standalone
Factory Supervisor,Sri Datai Group of Companies,"Kuching, Sarawak",,"Office ManagementOffice Management , Administration & Office Support(Administration & Office Support)",,09-06-2024,11d ago,Jobstreet,https://www.jobstreet.com.my/job/76239425?type=standard&ref=search-standalone
Technical Executive - Mechanical,WEIDA IFM SDN. BHD.,"Kuching, Sarawak",,"Mechanical EngineeringMechanical Engineering , Engineering(Engineering)",,09-06-2024,12d ago,Jobstreet,https://www.jobstreet.com.my/job/76181647?type=standard&ref=search-standalone
INFORMATION TECHNOLOGY (IT) OFFICER,Central Coldstorage Kuching Sdn Bhd,"Kuching, Sarawak",,"Help Desk & IT SupportHelp Desk & IT Support , Information & Communication Technology(Information & Communication Technology)",,09-06-2024,12d ago,Jobstreet,https://www.jobstreet.com.my/job/76216556?type=standard&ref=search-standalone
Junior Accountant,LW Public Advisory Sdn Bhd,"Kuching, Sarawak","RM 2,200 – RM 2,500 per month","Assistant AccountantsAssistant Accountants , Accounting(Accounting)",,09-06-2024,11d ago,Jobstreet,https://www.jobstreet.com.my/job/76170663?type=standard&ref=search-standalone
"Senior Engineer, External Supplied Fab",X-FAB Sarawak Sdn Bhd,"Kuching, Sarawak",,"Electrical/Electronic EngineeringElectrical/Electronic Engineering , Engineering(Engineering)",Flexible working hoursGreat staff benefitsBetter career progression,09-06-2024,12d ago,Jobstreet,https://www.jobstreet.com.my/job/76190129?type=standout&ref=search-standalone
INFORMATION SYSTEM (IS) OFFICER,Central Coldstorage Kuching Sdn Bhd,"Kuching, Sarawak",,"Help Desk & IT SupportHelp Desk & IT Support , Information & Communication Technology(Information & Communication Technology)",,09-06-2024,12d ago,Jobstreet,https://www.jobstreet.com.my/job/76217166?type=standard&ref=search-standalone
Personal Assistant to Managing Director,Top Green Construction Development Sdn Bhd,"Kuching, Sarawak",,"PA, EA & SecretarialPA, EA & Secretarial , Administration & Office Support(Administration & Office Support)",Career growthAttractive remunerationGood working environment,09-06-2024,12d ago,Jobstreet,https://www.jobstreet.com.my/job/76197561?type=standout&ref=search-standalone
Account & Admin Officer,GLOBAL PHARMA SDN BHD,"Kuching, Sarawak","RM 2,000 – RM 2,500 per month","Accounts Officers/ClerksAccounts Officers/Clerks , Accounting(Accounting)",,09-06-2024,13d ago,Jobstreet,https://www.jobstreet.com.my/job/76168316?type=standard&ref=search-standalone
"Head of Legal, Regulatory & Compliance (Kuching, Sarawak)",SACOFA Sdn Bhd.,"Kuching, Sarawak",,"Corporate & Commercial LawCorporate & Commercial Law , Legal(Legal)",Supporting Digital EconomyEnhanced ConnectivityDedicated Team,09-06-2024,27d ago,Jobstreet,https://www.jobstreet.com.my/job/75789344?type=standout&ref=search-standalone
"Branch Manager (Kuching,Sarawak)",Emum Capital Sdn Bhd,"Kuching, Sarawak",,"New Business DevelopmentNew Business Development , Sales(Sales)",Attractive CommissionAllowancesMedical and Insurance coverage,09-06-2024,27d ago,Jobstreet,https://www.jobstreet.com.my/job/75800882?type=standout&ref=search-standalone
Sales & Marketing Senior Manager,Sarwaja Timur Sdn Bhd,"Kuching, Sarawak",,"Account & Relationship ManagementAccount & Relationship Management , Sales(Sales)",,09-06-2024,26d ago,Jobstreet,https://www.jobstreet.com.my/job/75803117?type=standard&ref=search-standalone
HR Manager,Platinum Spade Sdn Bhd,"Kuching, Sarawak","RM 5,000 – RM 7,000 per month","Management - InternalManagement - Internal , Human Resources & Recruitment(Human Resources & Recruitment)",,09-06-2024,27d ago,Jobstreet,https://www.jobstreet.com.my/job/75801745?type=standard&ref=search-standalone
"Relationship Manager,Business Wealth Sales,Enterprise Banking (Kuching, Sarawak)",Affin Bank Berhad,"Kuching, Sarawak",,"Account & Relationship ManagementAccount & Relationship Management , Banking & Financial Services(Banking & Financial Services)",,09-06-2024,25d ago,Jobstreet,https://www.jobstreet.com.my/job/75896191?type=standard&ref=search-standalone
SENIOR ACCOUNTANT,CERGAS NOBLE SDN. BHD.,"Kuching, Sarawak","RM 5,000 – RM 6,000 per month","Financial Accounting & ReportingFinancial Accounting & Reporting , Accounting(Accounting)",,09-06-2024,10d ago,Jobstreet,https://www.jobstreet.com.my/job/76249849?type=standard&ref=search-standalone
Sales Executive,Southern Cable Sdn Bhd,"Kuching, Sarawak","RM 2,500 – RM 3,500 per month","Retail AssistantsRetail Assistants , Retail & Consumer Products(Retail & Consumer Products)",PUBLIC LISTED COMPANYLEAD IN WIRE CABLE INDUSTRY,09-06-2024,27d ago,Jobstreet,https://www.jobstreet.com.my/job/75378979?type=standout&ref=search-standalone
Sales Coordinator (Admin & Office Support),Pansar Company Sdn Bhd,"Kuching, Sarawak","RM 1,800 – RM 2,500 per month","Administrative AssistantsAdministrative Assistants , Administration & Office Support(Administration & Office Support)",,09-06-2024,12d ago,Jobstreet,https://www.jobstreet.com.my/job/76181886?type=standard&ref=search-standalone
Store Manager - Luxury Fashion (Spring Sarawak),Luxury Careers Pte. Ltd.,"Kuching, Sarawak","RM 6,000 – RM 8,000 per month","Management - StoreManagement - Store , Retail & Consumer Products(Retail & Consumer Products)",Attractive Remuneration PackageComprehensive Benefits and Healthcare CoverageGreat Career Progression,09-06-2024,27d ago,Jobstreet,https://www.jobstreet.com.my/job/75802013?type=standout&ref=search-standalone
Quality Control - Sarawak,J&T EXPRESS (MALAYSIA) SDN. BHD.,"Biawak, Sarawak","RM 2,500 – RM 3,000 per month","Quality Assurance & ControlQuality Assurance & Control , Manufacturing, Transport & Logistics(Manufacturing, Transport & Logistics)",,09-06-2024,29d ago,Jobstreet,https://www.jobstreet.com.my/job/75775733?type=standout&ref=search-standalone
Draughtsperson Cum Assistant Engineer,JIB Infra Geotechnics Sdn Bhd,"Kuching, Sarawak","RM 1,600 – RM 2,300 per month","Engineering DraftingEngineering Drafting , Engineering(Engineering)",,09-06-2024,11d ago,Jobstreet,https://www.jobstreet.com.my/job/76211558?type=standard&ref=search-standalone
ACCOUNTS EXECUTIVE (SARAWAK FLOUR MILL - BASED IN KUCHING),Prestasi Flour Mill (M) Sdn Bhd (199401031689),"Kuching, Sarawak",,"OtherOther , Accounting(Accounting)",,09-06-2024,29d ago,Jobstreet,https://www.jobstreet.com.my/job/75774835?type=standout&ref=search-standalone
Product Engineer,Weida Integrated Industries Sdn Bhd,"Kuching, Sarawak",,"Mechanical EngineeringMechanical Engineering , Engineering(Engineering)",,09-06-2024,29d ago,Jobstreet,https://www.jobstreet.com.my/job/75773850?type=standout&ref=search-standalone
Technical - Application Engineer,UMMI Surgical Sdn Bhd,"Kuching, Sarawak","RM 2,800 – RM 3,800 per month","Electrical/Electronic EngineeringElectrical/Electronic Engineering , Engineering(Engineering)",Exciting and rewarding job helping and dealing with professionalsA strong company with good standing in the market,09-06-2024,29d ago,Jobstreet,https://www.jobstreet.com.my/job/75774342?type=standout&ref=search-standalone
IT HARDWARE & NETWORK ENGINEER,Private Advertiser,"Kuching Division, Sarawak",,"Help Desk & IT SupportHelp Desk & IT Support , Information & Communication Technology(Information & Communication Technology)",,09-06-2024,29d ago,Jobstreet,https://www.jobstreet.com.my/job/75774887?type=standard&ref=search-standalone
